Sum of Female(Individuals Vaccinated),Sum of First Dose Administered,Sum of Male(Individuals Vaccinated),Sum of Second Dose Administered,State,Sum of Total Covaxin Administered,Sum of Total CoviShield Administered,Sum of Total Doses Administered,Sum of Total Individuals Registered,Sum of Total Individuals Vaccinated,Sum of Total Sessions Conducted,Sum of Total Sites ,Sum of Transgender(Individuals Vaccinated),Updated On
60786,98750,37955,0,Tamil Nadu,1849,96901,98750,387768,98750,5656,1299,9,03/02/2021
195834,353429,157561,47077,Tamil Nadu,6745,346684,400506,854094,353429,46886,2788,34,03/03/2021
1401600,2806398,1404517,277561,Tamil Nadu,405073,2401325,3083959,3334842,2806398,282668,6942,281,03/04/2021
66602,107904,41292,0,Tamil Nadu,1966,105938,107904,403686,107904,6503,1376,10,04/02/2021
221534,404222,182650,51387,Tamil Nadu,7946,396276,455609,907803,404222,53106,2864,38,04/03/2021
1419242,2855222,1435695,286662,Tamil Nadu,423427,2718457,3141884,2855222,2855222,550710,4079,285,04/04/2021
72221,116857,44626,0,Tamil Nadu,2076,114781,116857,418848,116857,7213,1424,10,05/02/2021
256643,474441,217754,57713,Tamil Nadu,9590,464851,532154,979994,474441,57741,2946,44,05/03/2021
1437337,2892174,1454548,294913,Tamil Nadu,429313,2757774,3187087,2892174,2892174,625230,4692,289,05/04/2021
78231,126381,48140,0,Tamil Nadu,2311,124070,126381,442401,126381,7579,1442,10,06/02/2021
295856,554443,258536,65172,Tamil Nadu,11737,542706,619615,1057355,554443,64212,3033,51,06/03/2021
1450465,2918808,1468052,300551,Tamil Nadu,434314,2785045,3219359,2918808,2918808,606290,4595,291,06/04/2021
78781,127289,48498,0,Tamil Nadu,2311,124978,127289,456537,127289,8007,1478,10,07/02/2021
308034,579008,270919,67333,Tamil Nadu,12594,566414,646341,1082885,579008,66142,3057,55,07/03/2021
1474497,2967647,1492854,312890,Tamil Nadu,443519,2837018,3280537,2967647,2967647,636020,4829,296,07/04/2021
85898,139024,53116,0,Tamil Nadu,2815,136209,139024,474795,139024,8838,1536,10,08/02/2021
348156,658443,310214,73749,Tamil Nadu,14584,643859,732192,1163427,658443,68867,3104,73,08/03/2021
1519910,3061151,1540934,339773,Tamil Nadu,459339,2941585,3400924,3061151,3061151,639010,4932,307,08/04/2021
92426,150915,58479,0,Tamil Nadu,2913,148002,150915,497445,150915,9608,1558,10,09/02/2021
387964,735507,347461,81904,Tamil Nadu,16404,719103,817411,1241061,735507,73510,3152,82,09/03/2021
1568125,3166812,1598360,365634,Tamil Nadu,475882,3056564,3532446,3166812,3166812,661150,5057,327,09/04/2021
98700,162412,63699,0,Tamil Nadu,3016,159396,162412,524454,162412,10408,1582,13,10/02/2021
432771,823553,390693,90676,Tamil Nadu,18669,804884,914229,1329421,823553,89765,3697,89,10/03/2021
1616775,3274164,1657055,391131,Tamil Nadu,492256,3173039,3665295,3274164,3274164,628960,4861,334,10/04/2021
105160,173368,68191,0,Tamil Nadu,3098,170270,173368,549595,173368,11199,1610,17,11/02/2021
473773,906064,432193,99899,Tamil Nadu,21102,884962,1005963,1411955,906064,121477,4542,98,11/03/2021
1635052,3316055,1680666,398627,Tamil Nadu,500185,3214497,3714682,3316055,3316055,617770,4769,337,11/04/2021
111679,184565,72869,0,Tamil Nadu,3178,181387,184565,579354,184565,12035,1620,17,12/02/2021
520396,996011,475507,109253,Tamil Nadu,23728,972283,1105264,1502464,996011,138372,4676,108,12/03/2021
1695027,3449290,1753902,430938,Tamil Nadu,517200,3363028,3880228,3449290,3449290,654291,5133,361,12/04/2021
117117,195203,78068,667,Tamil Nadu,3379,191824,195870,609592,195203,12436,1632,18,13/02/2021
565842,1085084,519128,119139,Tamil Nadu,27081,1058003,1204223,1591321,1085084,145000,4727,114,13/03/2021
1743614,3565954,1821956,453372,Tamil Nadu,532413,3486913,4019326,3565954,3565954,660880,5169,384,13/04/2021
117439,195796,78339,671,Tamil Nadu,3379,192417,196467,627427,195796,12924,1638,18,14/02/2021
576406,1107059,530538,120732,Tamil Nadu,28131,1078928,1227791,1611984,1107059,147653,4739,115,14/03/2021
1774045,3641043,1866609,469082,Tamil Nadu,542671,3567454,4110125,3641043,3641043,648770,5096,389,14/04/2021
122027,203921,81876,1176,Tamil Nadu,3566,200355,205097,656573,203921,13699,1660,18,15/02/2021
624891,1203570,578557,129022,Tamil Nadu,32257,1171313,1332592,1711388,1203570,158010,4853,122,15/03/2021
1847635,3801731,1953686,514054,Tamil Nadu,563954,3751831,4315785,3801731,3801731,673000,5229,410,15/04/2021
545,1167,622,0,Tamil Nadu,6,1161,1167,252156,1167,191,149,0,16/01/2021
127295,213823,86510,2141,Tamil Nadu,3673,210150,215964,717140,213823,14633,1680,18,16/02/2021
677663,1308844,631050,140238,Tamil Nadu,38704,1270140,1449082,1817684,1308844,169684,4990,131,16/03/2021
1922344,3966587,2043812,562249,Tamil Nadu,590463,3938373,4528836,3966587,3966587,664911,5249,431,16/04/2021
759,1745,986,0,Tamil Nadu,29,1716,1745,253957,1745,257,176,0,17/01/2021
132587,224158,91552,3579,Tamil Nadu,3812,220346,227737,803932,224158,15444,1705,19,17/02/2021
732788,1422070,689138,150938,Tamil Nadu,50267,1371803,1573008,1931027,1422070,177009,5100,144,17/03/2021
1967033,4063643,2096168,605401,Tamil Nadu,613357,4055687,4669044,4063643,4063643,621790,4900,442,17/04/2021
1238,2861,1623,0,Tamil Nadu,42,2819,2861,236748,2861,347,201,0,18/01/2021
134445,228388,93924,6024,Tamil Nadu,3805,224583,234412,719427,228388,16283,1718,19,18/02/2021
786162,1532623,746306,161437,Tamil Nadu,66036,1466587,1694060,2044486,1532623,181273,5277,155,18/03/2021
1979559,4090953,2110947,619909,Tamil Nadu,624338,4086524,4710862,4090953,4090953,637202,5010,447,18/04/2021
3047,6154,3106,0,Tamil Nadu,111,6043,6154,251767,6154,483,239,1,19/01/2021
144574,246203,101610,10185,Tamil Nadu,4198,242005,256388,894680,246203,17079,1759,19,19/02/2021
835522,1634788,799101,171773,Tamil Nadu,85294,1549494,1806561,2151335,1634788,188631,5646,165,19/03/2021
2005846,4147072,2140772,666304,Tamil Nadu,654271,4159105,4813376,4147072,4147072,668830,5279,454,19/04/2021
4644,9060,4415,0,Tamil Nadu,144,8916,9060,260013,9060,695,301,1,20/01/2021
149587,255918,106312,13955,Tamil Nadu,4417,251501,269873,897273,255918,17628,1825,19,20/02/2021
891796,1749437,857466,182635,Tamil Nadu,114712,1634725,1932072,2266424,1749437,199506,5996,175,20/03/2021
2024108,4187565,2162999,704499,Tamil Nadu,682404,4209660,4892064,4187565,4187565,674276,5337,458,20/04/2021
8535,15654,7117,0,Tamil Nadu,227,15427,15654,265778,15654,915,353,2,21/01/2021
149887,256365,106459,14122,Tamil Nadu,4421,251944,270487,897493,256365,18094,1825,19,21/02/2021
912757,1792835,879900,186177,Tamil Nadu,133349,1659486,1979012,2306503,1792835,205733,6109,178,21/03/2021
2040308,4223251,2182481,742313,Tamil Nadu,708301,4257263,4965564,4223251,4223251,668784,5300,462,21/04/2021
13501,23659,10156,0,Tamil Nadu,355,23304,23659,275975,23659,1116,385,2,22/01/2021
152972,262213,109222,18634,Tamil Nadu,4579,257634,280847,898199,262213,18914,1841,19,22/02/2021
954885,1881107,926039,194378,Tamil Nadu,161936,1719171,2075485,2403939,1881107,213853,6258,183,22/03/2021
2061619,4268889,2206806,806792,Tamil Nadu,728203,4347478,5075681,4268889,4268889,679124,5384,464,22/04/2021
18156,31127,12969,0,Tamil Nadu,510,30617,31127,283972,31127,1302,412,2,23/01/2021
156254,268486,112212,23096,Tamil Nadu,4696,263790,291582,900706,268486,19920,1848,20,23/02/2021
1012651,2002616,989770,204775,Tamil Nadu,209846,1792770,2207391,2520924,2002616,218520,6369,195,23/03/2021
2086468,4323326,2236387,882230,Tamil Nadu,745060,4460496,5205556,4323326,4323326,675120,5380,471,23/04/2021
20627,35144,14515,0,Tamil Nadu,591,34553,35144,287898,35144,1498,437,2,24/01/2021
158671,273618,114927,26986,Tamil Nadu,4813,268805,300604,902629,273618,20826,1860,20,24/02/2021
1056946,2096441,1039296,210589,Tamil Nadu,251172,1845269,2307030,2614757,2096441,223274,6518,199,24/03/2021
2110488,4376661,2265694,951254,Tamil Nadu,757930,4569985,5327915,4376661,4376661,617336,4927,479,24/04/2021
24413,41396,16981,0,Tamil Nadu,740,40656,41396,297930,41396,1805,511,2,25/01/2021
160925,278432,117487,30463,Tamil Nadu,4975,273457,308895,904401,278432,21807,1874,20,25/02/2021
1104169,2195684,1091306,216779,Tamil Nadu,287662,1908022,2412463,2714674,2195684,227855,6619,209,25/03/2021
2115700,4388384,2272205,962689,Tamil Nadu,761022,4590051,5351073,4388384,4388384,604336,4852,479,25/04/2021
27468,46310,18840,0,Tamil Nadu,896,45414,46310,301648,46310,2135,600,2,26/01/2021
163867,284640,120753,35326,Tamil Nadu,5222,279418,319966,786052,284640,22357,1884,20,26/02/2021
1151093,2294568,1143249,223748,Tamil Nadu,314443,1980125,2518316,2814751,2294568,232427,6689,226,26/03/2021
2139949,4440291,2299858,1043041,Tamil Nadu,783406,4699926,5483332,4440291,4440291,645676,5199,484,26/04/2021
32443,54195,21749,0,Tamil Nadu,1085,53110,54195,309492,54195,2558,697,3,27/01/2021
163867,284640,120753,35326,Tamil Nadu,5222,279418,319966,786053,284640,22357,1884,20,27/02/2021
1198096,2392185,1193849,229461,Tamil Nadu,336835,2055350,2621646,2911323,2392185,237315,6739,240,27/03/2021
2165375,4495630,2329760,1129102,Tamil Nadu,814748,4809984,5624732,4495630,4495630,640116,5195,495,27/04/2021
36828,61290,24459,0,Tamil Nadu,1247,60043,61290,318570,61290,2911,774,3,28/01/2021
163867,284640,120753,35326,Tamil Nadu,5222,279418,319966,786054,284640,22783,1933,20,28/02/2021
1207816,2412339,1204282,230272,Tamil Nadu,341575,2070764,2642611,2931606,2412339,240745,6742,241,28/03/2021
40326,66918,26589,0,Tamil Nadu,1331,65587,66918,337176,66918,3280,822,3,29/01/2021
1251872,2500855,1248731,236963,Tamil Nadu,357376,2143479,2737818,3021565,2500855,246942,6779,252,29/03/2021
46835,76934,30095,0,Tamil Nadu,1495,75439,76934,352069,76934,3505,831,4,30/01/2021
1287225,2572314,1284828,244484,Tamil Nadu,369020,2203294,2816798,3094170,2572314,252742,6843,261,30/03/2021
47384,77809,30421,0,Tamil Nadu,1505,76304,77809,358336,77809,3812,876,4,31/01/2021
1320108,2638844,1318471,253010,Tamil Nadu,380277,2258567,2891854,3161769,2638844,262875,6877,265,31/03/2021
53748,95234,41476,0,Telangana,0,95234,95234,382595,95234,4727,1669,10,01/02/2021
419755,899306,479453,238581,Telangana,138060,761246,1137887,1243832,899306,51776,3244,98,01/04/2021
54270,96413,42133,0,Telangana,1,96412,96413,387918,96413,4895,1702,10,02/02/2021
143676,297234,153542,129321,Telangana,44097,253137,426555,629001,297234,15224,2782,16,02/03/2021
442176,947571,505289,241917,Telangana,141240,806331,1189488,1291576,947571,54996,3252,106,02/04/2021
57656,103183,45517,0,Telangana,1,103182,103183,401998,103183,5063,1736,10,03/02/2021
147688,306322,158617,132292,Telangana,44102,262220,438614,638100,306322,16911,2887,17,03/03/2021
460425,986025,525489,245253,Telangana,143499,842526,1231278,1335543,986025,57192,3258,111,03/04/2021
63262,114647,51375,0,Telangana,1,114646,114647,419963,114647,5307,1800,10,04/02/2021
155131,322444,167296,140364,Telangana,44138,278306,462808,654434,322444,17916,2932,17,04/03/2021
576047,1227030,650825,251833,Telangana,205151,1273712,1478863,1227030,1227030,144101,1070,158,04/04/2021
66718,121588,54860,0,Telangana,1,121587,121588,436569,121588,5926,1937,10,05/02/2021
163716,341073,177334,147131,Telangana,44154,296919,488204,673714,341073,20293,2957,23,05/03/2021
601131,1278480,677183,256353,Telangana,208067,1326766,1534833,1278480,1278480,168210,1222,166,05/04/2021
68012,135977,67955,0,Telangana,1,135976,135977,453739,135977,6363,2010,10,06/02/2021
172138,362082,189920,158716,Telangana,44800,317282,520798,695099,362082,23030,2964,24,06/03/2021
618428,1313584,694979,260027,Telangana,210995,1362616,1573611,1313584,1313584,172291,1256,177,06/04/2021
68062,136225,68153,0,Telangana,1,136224,136225,455795,136225,6621,2062,10,07/02/2021
172908,363597,190665,158772,Telangana,44819,318778,522369,696703,363597,23801,2985,24,07/03/2021
662719,1405944,743023,270076,Telangana,220900,1455120,1676020,1405944,1405944,168246,1209,202,07/04/2021
70156,156285,86119,0,Telangana,604,155681,156285,477414,156285,7083,2115,10,08/02/2021
184006,389985,205948,171242,Telangana,45900,344085,561227,723278,389985,25229,2992,31,08/03/2021
710538,1504570,793811,278547,Telangana,232662,1550455,1783117,1504570,1504570,203055,1380,221,08/04/2021
71523,171308,99775,0,Telangana,7469,163839,171308,495923,171308,7634,2221,10,09/02/2021
191929,409292,217332,183254,Telangana,52541,356751,592546,742951,409292,26442,3010,31,09/03/2021
761168,1611380,849966,286802,Telangana,243555,1654627,1898182,1611380,1611380,204671,1352,246,09/04/2021
73127,186195,113058,0,Telangana,18190,168005,186195,522651,186195,8037,2274,10,10/02/2021
198829,426556,227694,192024,Telangana,55405,371151,618580,760354,426556,27179,3047,33,10/03/2021
827126,1763427,936035,296498,Telangana,248890,1811035,2059925,1763427,1763427,191175,1286,266,10/04/2021
74863,198677,123802,0,Telangana,27865,170812,198677,552921,198677,8463,2414,12,11/02/2021
200440,429929,229454,192279,Telangana,55900,374029,622208,763728,429929,28083,3073,35,11/03/2021
871070,1861282,989927,299904,Telangana,251212,1909974,2161186,1861282,1861282,187310,1252,285,11/04/2021
76657,206864,130195,0,Telangana,34949,171915,206864,585234,206864,8808,2439,12,12/02/2021
207993,448865,240833,205043,Telangana,60673,388192,653908,782707,448865,28961,3092,39,12/03/2021
923010,1982573,1059265,309467,Telangana,257338,2034702,2292040,1982573,1982573,202400,1337,298,12/04/2021
78406,209790,131372,1929,Telangana,35849,173941,211719,611344,209790,9191,2443,12,13/02/2021
214505,463121,248576,208082,Telangana,63345,399776,671203,797110,463121,30212,3096,40,13/03/2021
933078,2006982,1073604,311169,Telangana,258492,2059659,2318151,2006982,2006982,172425,1190,300,13/04/2021
78668,210201,131521,2337,Telangana,35849,174352,212538,612633,210201,9451,2468,12,14/02/2021
215448,464868,249379,208103,Telangana,63472,401396,672971,798878,464868,30978,3099,41,14/03/2021
996466,2129490,1132706,323121,Telangana,267499,2185112,2452611,2129490,2129490,201865,1299,318,14/04/2021
86191,219843,133640,11479,Telangana,36119,183724,231322,614326,219843,10241,2472,12,15/02/2021
228057,491811,263711,212555,Telangana,68335,423476,704366,826369,491811,31835,3107,43,15/03/2021
1076217,2283343,1206760,338492,Telangana,301224,2320611,2621835,2283343,2283343,202175,1338,366,15/04/2021
146,317,171,0,Telangana,0,317,317,202313,317,111,102,0,16/01/2021
112287,250141,137842,40856,Telangana,36507,213634,290997,618696,250141,10625,2474,12,16/02/2021
236831,511368,274493,214981,Telangana,72106,439262,726349,845865,511368,33008,3116,44,16/03/2021
1159471,2447626,1287765,354437,Telangana,405112,2396951,2802063,2447626,2447626,224375,1470,390,16/04/2021
222,437,215,0,Telangana,0,437,437,214230,437,528,326,0,17/01/2021
112672,250649,137965,41264,Telangana,36593,214056,291913,618809,250649,11060,2474,12,17/02/2021
245827,530631,284758,216166,Telangana,75915,454716,746797,865005,530631,34082,3125,46,17/03/2021
1228196,2584964,1356334,367281,Telangana,499940,2452305,2952245,2584964,2584964,208595,1370,434,17/04/2021
1329,2463,1133,0,Telangana,0,2463,2463,231406,2463,1206,708,1,18/01/2021
122596,260486,137878,64934,Telangana,36703,223783,325420,616189,260486,11506,2475,12,18/02/2021
257410,555059,297600,217412,Telangana,79997,475062,772471,889650,555059,34918,3130,49,18/03/2021
1231219,2591096,1359441,369106,Telangana,504773,2455429,2960202,2591096,2591096,92975,675,436,18/04/2021
6528,11169,4640,0,Telangana,0,11169,11169,245019,11169,1600,887,1,19/01/2021
135280,276506,141212,78781,Telangana,36962,239544,355287,623064,276506,11740,2479,14,19/02/2021
266977,575846,308819,218554,Telangana,83581,492265,794400,911348,575846,35972,3138,50,19/03/2021
1311035,2742005,1430494,390535,Telangana,518477,2614063,3132540,2742005,2742005,206150,1415,476,19/04/2021
6640,11291,4650,0,Telangana,0,11291,11291,249397,11291,2332,1009,1,20/01/2021
135757,277517,141746,79662,Telangana,37473,240044,357179,623538,277517,11979,2483,14,20/02/2021
278361,599339,320925,219843,Telangana,88580,510759,819182,934858,599339,37090,3146,53,20/03/2021
1371160,2861258,1489601,410841,Telangana,539310,2732789,3272099,2861258,2861258,204300,1305,497,20/04/2021
12132,17837,5704,0,Telangana,0,17837,17837,268478,17837,2893,1053,1,21/01/2021
279835,602369,322479,219958,Telangana,89481,512888,822327,937407,602369,38186,3149,55,21/03/2021
1422408,2965467,1542539,429176,Telangana,551525,2843118,3394643,2965467,2965467,198015,1380,520,21/04/2021
17671,24830,7158,0,Telangana,0,24830,24830,289574,24830,2985,1057,1,22/01/2021
136375,278786,142397,97476,Telangana,37595,241191,376262,623642,278786,12386,2485,14,22/02/2021
293748,631485,337675,221282,Telangana,94053,537432,852767,969828,631485,39616,3155,62,22/03/2021
1519396,3148315,1628321,456271,Telangana,561611,3042975,3604586,3148315,3148315,232855,1474,598,22/04/2021
18347,26183,7835,0,Telangana,0,26183,26183,294222,26183,3133,1102,1,23/01/2021
136513,279390,142863,98321,Telangana,38104,241286,377711,623676,279390,12712,2488,14,23/02/2021
307853,661704,353785,223215,Telangana,99885,561819,884919,997820,661704,40493,3157,66,23/03/2021
1615538,3332501,1716318,479360,Telangana,571385,3240476,3811861,3332501,3332501,214731,1450,645,23/04/2021
19546,27829,8282,0,Telangana,0,27829,27829,299174,27829,3577,1366,1,24/01/2021
136894,281009,144101,98354,Telangana,39717,241292,379363,623686,281009,13149,2508,14,24/02/2021
321201,690164,368893,224041,Telangana,106616,583548,914205,1026808,690164,41568,3165,70,24/03/2021
1701884,3500047,1797477,503781,Telangana,580553,3423275,4003828,3500047,3500047,199705,1389,686,24/04/2021
30738,50646,19905,0,Telangana,0,50646,50646,321083,50646,3669,1390,3,25/01/2021
138128,283924,145782,116470,Telangana,41174,242750,400394,623854,283924,13814,2613,14,25/02/2021
336288,722653,386291,226443,Telangana,113011,609642,949096,1059711,722653,42562,3173,74,25/03/2021
1731547,3559142,1826899,512327,Telangana,582589,3488880,4071469,3559142,3559142,135990,977,696,25/04/2021
31120,51194,20071,0,Telangana,0,51194,51194,325924,51194,3769,1432,3,26/01/2021
141004,291425,150405,127664,Telangana,44096,247329,419089,622829,291425,14012,2673,16,26/02/2021
352038,756073,403959,229581,Telangana,119709,636364,985654,1093577,756073,43347,3189,76,26/03/2021
1829888,3744656,1914027,542319,Telangana,589584,3697391,4286975,3744656,3744656,203525,1418,741,26/04/2021
36793,58306,21510,0,Telangana,0,58306,58306,329181,58306,4211,1563,3,27/01/2021
365625,784765,419060,230552,Telangana,125585,659180,1015317,1122527,784765,44194,3197,80,27/03/2021
1876080,3837190,1960354,562813,Telangana,598594,3801409,4400003,3837190,3837190,161530,1166,756,27/04/2021
45978,78713,32727,0,Telangana,0,78713,78713,348293,78713,4462,1610,8,28/01/2021
141004,291425,150405,127664,Telangana,44096,247329,419089,622830,291425,14355,2697,16,28/02/2021
366262,786087,419745,230579,Telangana,125803,660284,1016666,1123630,786087,44805,3197,80,28/03/2021
52409,92418,39999,0,Telangana,0,92418,92418,367255,92418,4510,1623,10,29/01/2021
370831,795583,424672,230789,Telangana,128209,667374,1026372,1133366,795583,45765,3201,80,29/03/2021
53630,95000,41360,0,Telangana,0,95000,95000,376538,95000,4566,1629,10,30/01/2021
387858,831422,443482,233150,Telangana,131773,699649,1064572,1170007,831422,46780,3211,82,30/03/2021
53668,95057,41379,0,Telangana,0,95057,95057,378257,95057,4610,1636,10,31/01/2021
400706,858398,457606,235601,Telangana,134535,723863,1093999,1197834,858398,48688,3227,86,31/03/2021
18475,22996,4521,0,Tripura,0,22996,22996,72793,22996,865,166,0,01/02/2021
292000,615647,323574,78662,Tripura,114,615533,694309,655059,615647,26889,1027,73,01/04/2021
19285,24202,4917,0,Tripura,0,24202,24202,73965,24202,923,167,0,02/02/2021
36028,92853,56823,23582,Tripura,52,92801,116435,117498,92853,3447,333,2,02/03/2021
297836,626740,328831,79483,Tripura,116,626624,706223,665383,626740,27180,1027,73,02/04/2021
19469,24413,4944,0,Tripura,0,24413,24413,74333,24413,1000,173,0,03/02/2021
36652,94340,57686,24774,Tripura,52,94288,119114,118909,94340,3758,355,2,03/03/2021
